fecha,lote_id,finca_id,especie,variedad,tipo_cultivo,fecha_siembra,edad_dias,area_ha,densidad_plantas_ha,ciclo_objetivo_dias,sistema_riego,sustrato,estado_fenologico,capacidad_instalada_tallos_dia,rendimiento_base_tallos_ha_sem,porcentaje_exportable_objetivo,temp_media_c,temp_max_c,temp_min_c,humedad_relativa_pct,radiacion_mj_m2,lluvia_mm,vpd_kpa,horas_luz,nubosidad_pct,mano_obra_disponible,mano_obra_requerida,horas_corte,horas_empaque,disponibilidad_camara_frio_pct,fertilizacion_nivel,aplicacion_fitosanitaria,incidencia_plaga_pct,incidencia_enfermedad_pct,merma_poscosecha_pct,retraso_logistico_horas,pedido_id,fecha_pedido,fecha_entrega,cliente_id,tipo_cliente,pais_destino,canal,tallos_solicitados,tallos_confirmados,precio_unitario,descuento_pct,prioridad_cliente,lead_time_dias,cancelado,produccion_estimadaa_tallos,produccion_exportable_tallos,cumplimiento_pedido_pct,gap_demanda_oferta,riesgo_quiebre,riesgo_sobreproduccion,margen_bruto_estimado,score_calidad_lote,probabilidad_cancelacion,forecast_error_historico
2025-04-30,FIN-04-L005,FIN-04,Rosa,Freedom,Invernadero,2024-12-17,134,0.61,67389,105,Goteo,Suelo,Cosecha,3965,85000,0.88,17.5,22.0,12.2,74.8,16.7,1.7,0.49,13.0,40.1,38,13,6.8,4.3,80.4,Medio,0,5.0,5.5,6.4,17,PED-01530,2025-04-09,2025-05-03,CLI-022,Mayorista,Canadá,Preventa,4384,2814,0.405,0,Alta,21,0,3595,2932,64.2,-1452,Alto,Bajo,633.6,71.4,0.38,0.109
2025-10-27,FIN-01-L027,FIN-01,Rosa,Vendela,Invernadero,2025-07-28,91,1.79,71902,105,Microaspersión,Cascarilla,Vegetativo,11635,85000,0.88,16.3,21.4,10.8,53.4,13.8,0.6,0.84,12.1,48.7,20,36,20.0,12.6,100.0,Medio,0,7.6,0.9,10.9,9,PED-01531,2025-09-27,2025-10-30,CLI-106,Retail,Países Bajos,Preventa,2375,2375,0.398,5,Media,30,1,10718,8988,100.0,6613,Bajo,Alto,432.95,70.1,0.325,-0.035
2025-09-27,FIN-04-L037,FIN-04,Rosa,Explorer,Invernadero,2025-06-17,102,0.92,59451,105,Microaspersión,Suelo,Cosecha,5980,85000,0.88,21.1,29.0,14.5,66.8,13.5,3.8,0.77,12.1,53.0,22,18,9.5,7.8,86.0,Alto,0,10.0,4.7,6.9,8,PED-01532,2025-08-28,2025-09-30,CLI-099,Mayorista,Estados Unidos,Spot,3264,3264,0.438,12,Alta,30,0,5779,4598,100.0,1334,Bajo,Alto,608.85,66.0,0.304,0.087
2025-10-19,FIN-04-L052,FIN-04,Rosa,Freedom,Invernadero,2025-06-04,137,0.25,64307,105,Microaspersión,Cascarilla,Botón,1625,85000,0.88,18.3,27.3,12.5,84.2,12.2,5.2,0.32,11.9,34.4,28,5,4.0,2.5,76.8,Bajo,1,10.1,24.4,12.9,5,PED-01533,2025-09-04,2025-10-23,CLI-005,Supermercado,Canadá,Marketplace,5181,397,0.368,0,Alta,45,1,633,382,7.7,-4799,Alto,Bajo,65.4,21.4,0.45,-0.092
2025-07-20,FIN-04-L026,FIN-04,Rosa,Explorer,Invernadero,2025-03-15,127,0.91,61137,105,Goteo,Coco,Cosecha,5915,85000,0.88,18.0,26.3,12.5,82.9,10.0,0.1,0.34,12.1,74.8,36,17,12.0,8.5,92.0,Medio,1,5.0,8.6,7.9,2,PED-01534,2025-06-20,2025-07-21,CLI-001,Supermercado,Colombia,Preventa,4875,2716,0.441,5,Alta,30,0,3853,3069,55.7,-1806,Alto,Bajo,608.09,66.5,0.45,0.039
2025-11-15,FIN-02-L005,FIN-02,Rosa,Freedom,Campo abierto,2025-07-05,133,0.26,63228,105,Goteo,Cascarilla,Vegetativo,1690,85000,0.88,16.8,24.6,12.4,58.5,11.6,0.0,0.77,12.2,58.3,26,5,2.6,2.3,72.3,Alto,1,12.4,18.9,11.8,4,PED-01535,2025-11-01,2025-11-16,CLI-060,Retail,Colombia,Contrato,1291,639,0.357,2,Media,14,1,951,603,49.5,-688,Alto,Bajo,118.87,27.6,0.304,0.097
2025-01-21,FIN-02-L052,FIN-02,Clavel,Dover,Campo abierto,2024-10-30,83,0.22,73513,90,Goteo,Coco,Cosecha,1430,105000,0.88,15.7,20.0,11.0,73.1,21.4,0.0,0.46,12.2,34.2,32,4,2.6,2.3,89.0,Medio,0,11.8,0.0,8.0,10,PED-01536,2024-12-07,2025-01-22,CLI-004,Broker,España,Preventa,4666,2534,0.311,0,Alta,45,0,3152,2588,54.3,-2078,Alto,Bajo,526.36,68.9,0.45,-0.025
2025-12-04,FIN-01-L006,FIN-01,Gypsophila,Xlence,Invernadero,2025-09-05,90,1.54,94011,75,Microaspersión,Suelo,Cosecha,10010,78000,0.88,16.4,23.1,11.9,78.5,16.1,2.8,0.39,12.6,52.7,24,28,14.5,13.0,84.1,Medio,0,15.4,4.5,11.4,15,PED-01537,2025-11-20,2025-12-07,CLI-092,Supermercado,Estados Unidos,Preventa,2840,2840,0.261,5,Media,14,1,9198,6853,100.0,4013,Bajo,Alto,449.12,48.8,0.165,0.083
2025-06-21,FIN-02-L016,FIN-02,Clavel,Bizet,Invernadero,2025-03-22,91,0.41,74974,90,Microaspersión,Suelo,Cosecha,2665,105000,0.88,15.8,21.1,10.6,89.0,17.7,6.3,0.25,11.9,52.9,20,7,4.8,3.9,81.6,Bajo,1,3.6,15.6,8.2,11,PED-01538,2025-05-22,2025-06-23,CLI-016,Mayorista,España,Spot,6641,2545,0.214,5,Baja,30,0,3918,2889,38.3,-3752,Alto,Bajo,225.3,54.7,0.45,0.134
2025-03-01,FIN-01-L003,FIN-01,Rosa,Mondial,Invernadero,2024-11-22,99,0.95,73337,105,Microaspersión,Coco,Reposo,6175,85000,0.88,14.8,19.3,8.5,83.4,10.2,0.5,0.27,12.3,54.7,19,17,11.2,9.9,90.1,Medio,1,14.0,2.6,8.6,7,PED-01539,2025-02-22,2025-03-04,CLI-050,Supermercado,Estados Unidos,Preventa,4667,3564,0.422,2,Media,7,0,4230,3324,76.4,-1343,Alto,Bajo,852.97,61.0,0.234,-0.111
2025-04-28,FIN-04-L048,FIN-04,Rosa,Vendela,Invernadero,2025-01-18,100,0.97,66046,105,Microaspersión,Cascarilla,Cosecha,6305,85000,0.88,19.2,24.9,13.7,71.3,9.3,0.0,0.61,12.1,70.1,31,20,12.8,9.4,83.0,Bajo,1,8.1,4.3,8.7,12,PED-01540,2025-04-21,2025-05-02,CLI-094,Retail,Estados Unidos,Spot,2048,2048,0.527,0,Baja,7,0,3809,3047,100.0,999,Bajo,Alto,714.12,64.7,0.15,0.074
2025-06-18,FIN-03-L050,FIN-03,Gypsophila,Million Star,Invernadero,2025-03-22,88,0.22,85750,75,Microaspersión,Suelo,Botón,1430,78000,0.88,15.9,21.1,10.8,63.6,24.1,2.9,0.64,12.5,34.2,27,4,3.0,1.8,84.2,Medio,0,4.7,1.5,3.9,1,PED-01541,2025-06-04,2025-06-23,CLI-029,Broker,España,Contrato,2434,2247,0.208,0,Media,14,0,2343,2022,92.3,-412,Medio,Bajo,246.54,84.0,0.18,-0.044
2025-04-18,FIN-03-L032,FIN-03,Clavel,Bizet,Invernadero,2025-01-01,107,1.06,81460,90,Goteo,Coco,Cosecha,6890,105000,0.88,18.4,24.8,11.8,63.3,8.6,0.0,0.74,12.1,60.9,22,15,14.4,9.0,95.7,Medio,1,5.0,12.9,10.0,0,PED-01542,2025-03-19,2025-04-21,CLI-019,Mayorista,Estados Unidos,Contrato,4113,2735,0.215,10,Baja,30,0,3794,2873,66.5,-1240,Alto,Bajo,190.04,56.6,0.45,0.056
2025-11-18,FIN-04-L060,FIN-04,Rosa,Mondial,Invernadero,2025-08-07,103,1.54,67741,105,Microaspersión,Coco,Vegetativo,10010,85000,0.88,17.8,25.8,13.2,58.7,17.2,1.2,0.81,12.0,53.5,26,30,20.7,9.5,82.0,Medio,0,35.0,4.4,12.4,17,PED-01543,2025-10-28,2025-11-21,CLI-019,Broker,España,Preventa,5874,4794,0.429,0,Media,21,1,9390,5842,81.6,-32,Medio,Bajo,1108.46,18.9,0.25,0.03
2025-02-16,FIN-02-L047,FIN-02,Rosa,Freedom,Invernadero,2024-10-07,132,1.64,61827,105,Goteo,Coco,Cosecha,10660,85000,0.88,18.6,26.6,11.9,74.4,12.0,1.2,0.52,12.2,57.8,32,26,18.5,12.5,89.5,Medio,0,7.1,10.6,7.6,5,PED-01544,2025-02-02,2025-02-20,CLI-059,Mayorista,Estados Unidos,Preventa,5560,5560,0.358,2,Media,14,0,7056,5409,100.0,-151,Medio,Bajo,892.64,60.6,0.174,0.04
2025-06-26,FIN-03-L057,FIN-03,Rosa,Freedom,Invernadero,2025-03-05,113,0.43,68011,105,Microaspersión,Coco,Reposo,2795,85000,0.88,17.1,24.8,12.9,66.5,22.8,4.6,0.63,11.7,35.2,30,8,4.4,5.3,96.5,Medio,1,12.9,16.1,11.9,10,PED-01545,2025-06-05,2025-06-28,CLI-096,Mayorista,Estados Unidos,Contrato,3865,2271,0.373,0,Baja,21,1,3739,2533,58.8,-1332,Alto,Bajo,449.31,36.9,0.42,-0.07
2025-12-12,FIN-03-L020,FIN-03,Gypsophila,Million Star,Invernadero,2025-09-13,90,1.71,94586,75,Goteo,Suelo,Cosecha,11115,78000,0.88,15.9,20.4,11.3,69.7,14.1,0.0,0.53,11.9,54.4,25,33,21.9,16.4,97.7,Bajo,1,9.7,7.3,10.5,1,PED-01546,2025-11-28,2025-12-14,CLI-065,Retail,España,Preventa,1220,1220,0.27,5,Media,14,0,7104,5499,100.0,4279,Bajo,Alto,191.83,57.8,0.165,-0.119
2025-12-06,FIN-04-L019,FIN-04,Rosa,Explorer,Invernadero,2025-10-18,49,0.4,61522,105,Goteo,Coco,Botón,2600,85000,0.88,16.5,21.4,12.0,78.4,18.5,0.3,0.39,12.3,40.7,25,6,5.0,3.6,66.8,Medio,1,32.1,5.8,12.9,12,PED-01547,2025-11-22,2025-12-11,CLI-084,Exportador,Estados Unidos,Preventa,19063,570,0.589,2,Media,14,0,1113,680,3.0,-18383,Alto,Bajo,218.11,16.0,0.304,0.048
2025-02-23,FIN-04-L029,FIN-04,Rosa,Vendela,Invernadero,2024-11-25,90,0.98,59502,105,Microaspersión,Coco,Cosecha,6370,85000,0.88,15.0,19.3,10.5,73.8,16.1,0.0,0.43,12.4,39.3,29,21,11.8,7.9,93.2,Medio,1,9.0,3.8,7.0,16,PED-01548,2025-01-09,2025-02-28,CLI-070,Mayorista,Países Bajos,Spot,6037,5016,0.474,12,Baja,45,0,6267,5112,83.1,-925,Medio,Bajo,1069.04,70.3,0.45,-0.09
2025-01-08,FIN-03-L059,FIN-03,Rosa,Mondial,Invernadero,2024-09-25,105,1.68,60328,105,Microaspersión,Cascarilla,Cosecha,10920,85000,0.88,17.5,25.4,11.6,71.5,14.7,0.1,0.55,11.8,67.0,37,37,22.2,18.7,99.1,Bajo,1,14.3,11.0,9.2,17,PED-01549,2024-12-09,2025-01-10,CLI-078,Exportador,Estados Unidos,Contrato,11973,6515,0.427,5,Alta,30,1,10981,7944,54.4,-4029,Alto,Bajo,1362.06,48.9,0.45,0.113
2025-05-08,FIN-04-L005,FIN-04,Rosa,Mondial,Invernadero,2025-01-21,107,0.74,50787,105,Goteo,Cascarilla,Cosecha,4810,85000,0.88,15.8,20.8,10.4,68.4,11.5,1.3,0.55,12.4,70.5,31,15,7.8,9.9,95.3,Alto,0,5.2,12.2,9.2,5,PED-01550,2025-04-08,2025-05-10,CLI-003,Exportador,Canadá,Spot,22668,3575,0.477,0,Baja,30,1,4460,3410,15.8,-19258,Alto,Bajo,1044.58,58.9,0.45,0.183
2025-10-01,FIN-04-L039,FIN-04,Rosa,Freedom,Invernadero,2025-06-29,94,1.57,62836,105,Goteo,Coco,Vegetativo,10205,85000,0.88,15.8,21.5,10.5,96.0,16.1,0.8,0.25,11.8,42.5,36,19,20.8,15.3,78.8,Medio,1,35.0,15.6,15.6,10,PED-01551,2025-09-10,2025-10-02,CLI-004,Supermercado,España,Spot,3765,3235,0.535,2,Media,21,0,5686,3127,85.9,-638,Medio,Bajo,1092.03,0.0,0.244,0.059
2025-07-21,FIN-04-L033,FIN-04,Rosa,Freedom,Invernadero,2025-03-11,132,1.08,71762,105,Microaspersión,Cascarilla,Vegetativo,7020,85000,0.88,14.6,21.5,9.2,72.6,15.0,0.0,0.44,12.3,53.3,35,23,12.7,14.5,83.4,Medio,0,21.6,25.3,14.0,15,PED-01552,2025-07-07,2025-07-22,CLI-058,Retail,Países Bajos,Contrato,2220,1570,0.422,2,Alta,14,0,2618,1439,70.7,-781,Alto,Bajo,335.93,3.3,0.304,0.001
2025-08-25,FIN-03-L046,FIN-03,Rosa,Vendela,Invernadero,2025-05-13,104,0.27,61953,105,Microaspersión,Suelo,Cosecha,1755,85000,0.88,18.5,24.4,13.1,92.5,19.3,4.5,0.25,11.7,31.9,32,5,3.2,2.7,69.2,Alto,0,6.1,12.0,10.4,9,PED-01553,2025-07-11,2025-08-30,CLI-089,Supermercado,Países Bajos,Contrato,3315,1781,0.425,0,Media,45,0,2643,1929,53.7,-1386,Alto,Bajo,397.4,48.9,0.45,-0.079
2025-02-06,FIN-04-L034,FIN-04,Gypsophila,Xlence,Invernadero,2024-11-02,96,1.33,94828,75,Microaspersión,Coco,Reposo,8645,78000,0.88,17.7,23.4,13.0,67.8,15.4,0.0,0.63,11.8,46.6,38,31,17.8,15.6,75.4,Alto,1,18.6,7.4,10.1,9,PED-01554,2025-01-23,2025-02-11,CLI-117,Mayorista,Estados Unidos,Contrato,4199,4199,0.185,8,Media,14,1,6533,4567,100.0,368,Bajo,Bajo,288.68,40.5,0.156,0.079
2025-08-01,FIN-03-L021,FIN-03,Rosa,Mondial,Campo abierto,2025-04-28,95,0.82,61826,105,Microaspersión,Cascarilla,Cosecha,5330,85000,0.88,15.6,20.0,8.7,74.1,11.8,2.0,0.44,12.6,66.2,25,16,12.8,6.4,80.0,Medio,1,14.1,5.6,9.4,7,PED-01555,2025-07-25,2025-08-04,CLI-105,Exportador,Países Bajos,Preventa,8030,2604,0.558,0,Media,7,0,4297,3214,32.4,-4816,Alto,Bajo,940.97,52.1,0.24,0.078
2025-09-27,FIN-02-L010,FIN-02,Rosa,Vendela,Campo abierto,2025-06-24,95,0.69,62841,105,Microaspersión,Cascarilla,Botón,4485,85000,0.88,14.1,22.8,8.1,84.8,14.3,0.0,0.25,12.7,56.1,32,9,5.7,5.3,90.9,Medio,0,14.8,0.2,7.6,8,PED-01556,2025-08-28,2025-09-30,CLI-025,Mayorista,Estados Unidos,Spot,5962,3922,0.526,8,Alta,30,0,4410,3550,65.8,-2412,Alto,Bajo,1118.4,65.7,0.446,0.035
2025-08-17,FIN-03-L012,FIN-03,Rosa,Vendela,Invernadero,2025-04-09,130,1.12,61632,105,Goteo,Suelo,Cosecha,7280,85000,0.88,18.2,24.3,12.5,74.1,13.3,2.6,0.52,11.7,72.1,32,21,14.7,9.8,83.3,Medio,0,4.4,8.6,7.4,0,PED-01557,2025-08-10,2025-08-19,CLI-020,Mayorista,Canadá,Preventa,6071,3242,0.384,5,Media,7,0,5271,4182,53.4,-1889,Alto,Bajo,515.2,66.2,0.225,-0.063
2025-02-20,FIN-04-L059,FIN-04,Rosa,Mondial,Invernadero,2024-11-22,90,1.03,68722,105,Goteo,Cascarilla,Cosecha,6695,85000,0.88,16.1,23.3,9.6,65.3,16.2,0.0,0.61,11.9,40.7,27,25,11.4,6.9,74.0,Medio,0,4.8,10.1,6.3,0,PED-01558,2025-01-06,2025-02-21,CLI-004,Exportador,Colombia,Spot,11421,5593,0.563,0,Baja,45,0,7148,5533,49.0,-5888,Alto,Bajo,2217.83,63.4,0.45,0.158
2025-01-09,FIN-02-L021,FIN-02,Gypsophila,New Love,Campo abierto,2024-11-05,65,1.27,83790,75,Goteo,Suelo,Cosecha,8255,78000,0.88,17.3,25.5,12.1,75.4,18.6,0.0,0.47,12.3,28.9,26,17,18.5,17.5,88.3,Medio,1,5.7,24.2,11.8,12,PED-01559,2024-12-10,2025-01-14,CLI-077,Retail,Colombia,Contrato,300,300,0.178,2,Media,30,0,8342,5408,100.0,5108,Bajo,Alto,22.24,33.0,0.334,0.059
2025-07-03,FIN-01-L041,FIN-01,Clavel,Nelson,Invernadero,2025-04-07,87,1.55,70016,90,Microaspersión,Cascarilla,Vegetativo,10075,105000,0.88,16.3,24.5,11.9,60.0,20.1,2.5,0.72,11.7,43.3,28,31,19.0,17.3,76.5,Alto,1,25.7,26.3,16.4,3,PED-01560,2025-06-19,2025-07-05,CLI-075,Mayorista,España,Marketplace,3227,3227,0.298,8,Media,14,0,8725,4798,100.0,1571,Bajo,Alto,553.79,0.0,0.156,0.128
2025-03-15,FIN-03-L027,FIN-03,Rosa,Explorer,Invernadero,2024-12-18,87,1.67,60809,105,Goteo,Coco,Cosecha,10855,85000,0.88,15.6,21.6,10.5,69.5,10.9,0.0,0.52,11.9,56.1,34,27,20.1,19.0,87.2,Medio,1,32.4,3.5,11.1,3,PED-01561,2025-02-22,2025-03-16,CLI-042,Broker,Estados Unidos,Preventa,5839,3983,0.4,0,Media,21,0,6406,4198,68.2,-1641,Alto,Bajo,781.61,27.9,0.38,0.108
2025-06-25,FIN-01-L006,FIN-01,Rosa,Vendela,Invernadero,2025-04-10,76,1.21,64938,105,Microaspersión,Cascarilla,Vegetativo,7865,85000,0.88,17.7,25.0,13.3,75.4,17.9,1.3,0.48,12.0,49.3,27,18,19.6,9.9,79.6,Medio,0,2.6,21.0,8.8,6,PED-01562,2025-06-18,2025-06-30,CLI-112,Exportador,España,Spot,8739,3365,0.524,8,Media,7,1,5767,4012,38.5,-4727,Alto,Bajo,1001.4,46.3,0.216,0.01
2025-03-02,FIN-04-L052,FIN-04,Rosa,Freedom,Invernadero,2024-11-07,115,1.03,84667,105,Microaspersión,Coco,Vegetativo,6695,85000,0.88,19.2,27.6,14.8,77.0,10.8,2.1,0.49,12.3,60.7,34,21,11.6,7.2,99.3,Bajo,1,9.8,5.5,7.6,2,PED-01563,2025-02-16,2025-03-04,CLI-026,Retail,Estados Unidos,Preventa,2105,2105,0.428,0,Media,14,0,4074,3263,100.0,1158,Bajo,Alto,557.94,66.9,0.18,-0.003
2025-10-31,FIN-03-L020,FIN-03,Rosa,Vendela,Invernadero,2025-08-09,83,1.33,70925,105,Goteo,Cascarilla,Cosecha,8645,85000,0.88,18.9,26.4,14.2,81.8,13.6,2.8,0.38,12.4,52.4,22,26,13.4,6.3,89.9,Medio,0,2.2,0.6,5.9,2,PED-01564,2025-10-24,2025-11-02,CLI-053,Broker,Países Bajos,Spot,7186,5744,0.44,2,Alta,7,0,6749,5961,79.9,-1225,Medio,Bajo,1343.69,86.1,0.104,-0.058
2025-02-06,FIN-03-L051,FIN-03,Rosa,Mondial,Invernadero,2024-10-10,119,1.26,70865,105,Microaspersión,Cascarilla,Cosecha,8190,85000,0.88,14.0,19.6,7.7,72.7,13.3,0.9,0.42,11.8,68.9,34,24,13.1,9.3,78.3,Medio,0,11.7,14.8,8.5,4,PED-01565,2025-01-30,2025-02-11,CLI-012,Retail,Países Bajos,Preventa,2920,2920,0.48,0,Media,7,0,5293,3655,100.0,735,Bajo,Medio,895.97,43.1,0.11,-0.004
2025-08-20,FIN-04-L010,FIN-04,Rosa,Mondial,Invernadero,2025-05-13,99,1.29,67608,105,Microaspersión,Cascarilla,Cosecha,8385,85000,0.88,22.0,30.1,15.7,73.1,8.6,0.0,0.65,12.4,71.8,45,27,13.7,11.1,78.6,Medio,1,14.7,22.6,14.6,5,PED-01566,2025-07-30,2025-08-25,CLI-020,Exportador,Colombia,Marketplace,10666,1740,0.499,0,Baja,21,0,2669,1564,16.3,-9102,Alto,Bajo,523.81,14.5,0.42,0.036
2025-11-27,FIN-02-L051,FIN-02,Gypsophila,Xlence,Invernadero,2025-09-21,67,0.32,98847,75,Goteo,Cascarilla,Vegetativo,2080,78000,0.88,15.6,24.6,8.8,74.0,19.0,0.9,0.45,11.7,49.4,28,7,3.5,1.6,92.0,Alto,0,9.2,6.5,8.1,3,PED-01567,2025-11-20,2025-11-30,CLI-099,Exportador,Canadá,Preventa,7882,2104,0.241,0,Media,7,0,2622,2064,26.7,-5818,Alto,Bajo,305.52,63.4,0.24,-0.004
2025-07-07,FIN-03-L016,FIN-03,Rosa,Explorer,Campo abierto,2025-03-03,126,1.61,71767,105,Microaspersión,Suelo,Vegetativo,10465,85000,0.88,19.3,27.8,14.4,68.8,13.4,0.0,0.66,11.8,60.8,27,26,18.5,13.3,91.7,Bajo,1,6.0,24.2,11.9,6,PED-01568,2025-06-23,2025-07-11,CLI-081,Mayorista,Países Bajos,Contrato,3967,3141,0.558,0,Alta,14,1,4851,3150,79.2,-817,Alto,Bajo,1204.46,33.2,0.31,-0.003
2025-07-01,FIN-03-L007,FIN-03,Rosa,Freedom,Invernadero,2025-04-04,88,1.21,63502,105,Microaspersión,Suelo,Cosecha,7865,85000,0.88,18.5,25.0,12.5,56.3,13.3,0.0,0.89,12.1,63.4,25,22,10.3,7.9,91.3,Medio,1,6.8,17.3,10.0,3,PED-01569,2025-06-10,2025-07-06,CLI-099,Supermercado,Países Bajos,Spot,4122,3558,0.47,10,Media,21,0,4864,3439,86.3,-683,Medio,Bajo,859.9,46.4,0.22,-0.049
2025-03-10,FIN-01-L031,FIN-01,Gypsophila,Million Star,Invernadero,2024-12-13,87,0.33,101020,75,Goteo,Cascarilla,Botón,2145,78000,0.88,17.2,23.5,13.0,71.2,18.6,0.4,0.54,12.0,57.2,25,6,4.0,3.0,90.3,Medio,1,4.3,2.1,6.8,11,PED-01570,2025-02-08,2025-03-11,CLI-044,Mayorista,Estados Unidos,Spot,2074,2074,0.188,0,Media,30,0,2789,2385,100.0,311,Bajo,Bajo,182.44,79.1,0.34,0.002
2025-03-25,FIN-03-L037,FIN-03,Rosa,Freedom,Invernadero,2024-12-15,100,0.24,67928,105,Goteo,Coco,Cosecha,1560,85000,0.88,13.2,22.1,7.2,74.4,19.0,0.8,0.37,12.0,39.3,37,4,2.8,2.1,93.6,Alto,0,8.9,5.6,8.6,3,PED-01571,2025-03-04,2025-03-29,CLI-085,Mayorista,Colombia,Contrato,2248,1438,0.396,5,Baja,21,0,1939,1543,64.0,-705,Alto,Bajo,294.35,64.5,0.405,0.093
2025-11-21,FIN-02-L041,FIN-02,Rosa,Freedom,Invernadero,2025-08-21,92,0.55,69642,105,Microaspersión,Coco,Botón,3575,85000,0.88,16.2,22.9,12.0,76.4,18.3,1.3,0.42,12.1,26.5,41,9,5.9,4.6,93.7,Medio,1,11.9,17.6,11.8,17,PED-01572,2025-11-14,2025-11-25,CLI-078,Exportador,España,Spot,5359,2404,0.392,2,Baja,7,1,3321,2222,44.9,-3137,Alto,Bajo,429.98,35.6,0.274,0.249
2025-01-31,FIN-02-L055,FIN-02,Rosa,Freedom,Invernadero,2024-11-20,72,0.25,64329,105,Microaspersión,Suelo,Botón,1625,85000,0.88,16.2,25.1,11.9,60.0,15.8,10.0,0.71,12.1,49.9,23,5,3.0,2.2,80.1,Bajo,1,11.5,7.8,10.3,16,PED-01573,2025-01-24,2025-02-05,CLI-028,Exportador,España,Preventa,11175,849,0.563,5,Baja,7,1,1077,799,7.6,-10376,Alto,Bajo,308.83,50.6,0.265,0.193
2025-08-16,FIN-04-L052,FIN-04,Rosa,Explorer,Campo abierto,2025-06-01,76,1.29,56414,105,Goteo,Coco,Vegetativo,8385,85000,0.88,15.1,22.6,9.8,73.7,20.7,0.6,0.44,12.2,47.3,34,21,16.0,11.1,96.3,Bajo,1,13.8,2.5,7.3,15,PED-01574,2025-08-09,2025-08-18,CLI-119,Mayorista,Estados Unidos,Preventa,6274,5957,0.462,2,Media,7,0,8559,6841,94.9,567,Bajo,Bajo,1726.26,65.7,0.104,0.073
2025-08-17,FIN-02-L041,FIN-02,Rosa,Vendela,Invernadero,2025-05-17,92,0.65,71077,105,Goteo,Cascarilla,Vegetativo,4225,85000,0.88,15.9,20.9,10.2,76.3,10.1,1.5,0.41,12.1,83.9,25,10,11.2,6.1,100.0,Alto,1,10.5,22.2,13.6,10,PED-01575,2025-07-18,2025-08-20,CLI-003,Exportador,Estados Unidos,Marketplace,6470,1552,0.425,2,Media,30,0,2240,1433,24.0,-5037,Alto,Bajo,338.46,28.4,0.45,0.153
2025-07-16,FIN-01-L044,FIN-01,Clavel,Bizet,Invernadero,2025-04-20,87,1.69,75717,90,Goteo,Coco,Cosecha,10985,105000,0.88,17.3,23.9,11.2,80.9,12.8,0.7,0.36,12.7,55.4,28,29,13.0,4.7,91.4,Medio,0,15.2,18.8,11.6,10,PED-01576,2025-07-09,2025-07-20,CLI-063,Supermercado,Países Bajos,Marketplace,3635,3635,0.315,10,Baja,7,0,10323,6590,100.0,2955,Bajo,Alto,657.24,29.0,0.12,0.011
2025-10-23,FIN-02-L006,FIN-02,Clavel,Bizet,Invernadero,2025-06-26,119,1.62,93280,90,Goteo,Cascarilla,Cosecha,10530,105000,0.88,14.9,19.4,8.1,69.5,15.6,0.0,0.5,12.1,31.7,37,28,14.4,17.5,95.9,Bajo,1,23.3,2.8,9.8,0,PED-01577,2025-10-09,2025-10-26,CLI-080,Supermercado,Estados Unidos,Contrato,3721,3721,0.235,0,Alta,14,0,7482,5458,100.0,1737,Bajo,Alto,416.67,46.6,0.18,-0.111
2025-05-02,FIN-04-L037,FIN-04,Rosa,Mondial,Invernadero,2024-12-27,126,1.01,77107,105,Microaspersión,Coco,Cosecha,6565,85000,0.88,16.4,23.5,10.7,72.6,15.9,0.0,0.49,12.4,59.2,20,22,10.7,8.5,78.4,Medio,1,1.6,13.9,6.7,3,PED-01578,2025-04-25,2025-05-07,CLI-067,Broker,Estados Unidos,Spot,12894,4435,0.506,0,Baja,7,1,5945,4552,34.4,-8342,Alto,Bajo,1430.31,62.4,0.28,0.086
2025-05-10,FIN-02-L024,FIN-02,Clavel,Nelson,Invernadero,2025-03-02,69,0.57,71727,90,Microaspersión,Suelo,Botón,3704,105000,0.88,14.3,20.7,10.2,67.4,12.4,1.5,0.51,12.3,69.5,30,12,6.9,6.4,93.3,Medio,0,1.5,20.4,10.6,13,PED-01579,2025-04-10,2025-05-14,CLI-016,Retail,Estados Unidos,Contrato,1810,1682,0.317,0,Alta,30,1,2710,1934,92.9,124,Bajo,Bajo,331.28,48.4,0.34,-0.029
2025-02-24,FIN-04-L029,FIN-04,Rosa,Mondial,Invernadero,2024-11-01,115,1.77,71258,105,Goteo,Coco,Botón,11505,85000,0.88,15.0,23.3,9.2,85.7,10.8,3.9,0.25,12.1,65.9,32,31,16.2,16.5,87.0,Alto,0,14.8,30.0,17.3,5,PED-01580,2025-02-10,2025-02-25,CLI-036,Retail,Chile,Preventa,913,913,0.413,0,Media,14,0,4489,2468,100.0,1555,Bajo,Alto,201.41,0.0,0.18,0.154
2025-07-03,FIN-02-L015,FIN-02,Clavel,Nelson,Invernadero,2025-03-21,104,1.1,83564,90,Microaspersión,Cascarilla,Botón,7150,105000,0.88,18.4,22.5,12.0,64.5,19.3,1.1,0.72,11.7,47.5,27,23,10.1,12.1,83.8,Bajo,0,10.8,16.4,9.8,3,PED-01581,2025-06-19,2025-07-07,CLI-096,Retail,Chile,Marketplace,844,844,0.272,10,Media,14,0,8048,5501,100.0,4657,Bajo,Alto,122.02,40.7,0.15,-0.041
